time,T0,T1,T2,T3,H0
244.125292,42.25,28.43,27.98,28.8,52.0
245.143896,42.25,28.34,27.89,28.8,57.0
246.163784,42.25,28.61,28.07,28.8,45.0
247.18518,41.37,28.43,28.07,28.89,56.0
248.203152,42.42,28.43,28.07,28.8,48.0
249.223732,42.25,28.43,28.07,28.89,47.0
250.24296,42.59,28.43,27.98,28.8,49.0
251.260656,41.72,28.61,28.07,28.8,50.0
252.280456,42.42,28.52,27.98,28.89,45.0
253.300704,41.72,28.43,27.98,28.8,57.0
254.315136,42.25,28.34,27.98,28.8,55.0
255.335292,41.55,28.43,27.98,28.89,57.0
256.353192,42.07,28.52,27.98,28.89,49.0
257.373136,43.79,28.34,28.07,28.8,37.0
258.388748,41.37,28.43,28.16,28.89,54.0
259.406376,41.37,28.52,27.98,28.8,59.0
260.425192,42.07,28.43,27.98,28.89,52.0
261.444636,41.72,28.34,28.07,28.89,55.0
262.463048,41.02,28.43,27.98,28.89,62.0
263.482304,43.45,28.52,28.07,28.71,38.0
264.500572,42.42,28.52,27.98,29.07,41.0
265.517508,42.25,28.43,28.07,28.89,48.0
266.538236,41.9,28.43,27.98,28.98,51.0
267.5562,41.9,28.43,28.07,28.89,51.0
268.574852,41.72,28.52,27.98,28.89,53.0
269.593136,41.19,28.43,28.07,28.8,61.0
270.610192,41.02,28.43,27.98,28.8,65.0
271.627828,42.25,28.43,28.07,28.8,51.0
272.648092,41.72,28.43,28.34,28.89,46.0
273.66446,42.25,28.43,27.71,28.89,58.0
274.682352,41.9,28.25,28.07,28.89,57.0
275.699484,41.02,28.34,28.07,28.89,63.0
276.71914,41.72,28.52,28.07,28.89,51.0
277.737744,42.42,28.52,27.98,28.89,47.0
278.756604,42.25,28.25,27.98,28.89,56.0
279.776956,42.07,28.52,28.07,28.89,48.0
280.798436,42.07,28.52,27.98,28.89,50.0
281.819628,42.25,28.43,27.98,28.8,53.0
282.837912,42.25,28.52,27.98,28.89,49.0
283.858688,41.9,28.43,27.98,28.98,52.0
284.878124,42.42,28.52,27.98,28.98,45.0
285.898472,42.07,28.52,28.16,28.89,46.0
286.915808,42.42,28.34,27.98,28.89,52.0
287.933144,42.07,28.52,28.07,28.8,50.0
288.955636,42.94,28.43,27.98,28.71,49.0
289.970888,42.25,28.52,28.07,28.89,46.0
290.993116,42.25,28.43,28.07,28.89,49.0
292.013588,41.72,28.52,28.07,28.89,52.0
293.03352,41.55,28.43,27.98,28.98,56.0
294.052788,41.9,28.52,28.07,28.89,50.0
295.07524,42.25,28.43,28.07,28.89,49.0
296.095684,41.9,28.52,28.16,28.98,45.0
297.114256,41.9,28.52,28.07,28.98,47.0
298.132564,41.19,28.52,27.98,28.89,59.0
299.15094,40.48,28.52,28.07,28.89,64.0
300.173276,42.94,28.52,28.07,28.98,37.0
301.192296,41.9,28.52,28.07,28.98,48.0
302.21222,41.55,28.52,28.07,28.98,51.0
303.230932,42.77,28.43,28.07,28.89,44.0
304.248212,41.55,28.52,28.07,28.98,51.0
305.266992,41.19,28.43,28.07,28.98,57.0
306.283844,41.02,28.52,28.07,28.98,56.0
307.304168,41.37,28.52,28.07,28.98,53.0
308.322136,41.72,28.52,28.07,28.98,50.0
309.341344,42.25,28.43,27.98,28.89,52.0
310.361804,41.9,28.52,28.07,28.89,50.0
311.384236,41.9,28.52,28.07,28.98,48.0
312.404164,40.48,28.52,27.98,29.07,62.0
313.423848,41.55,28.43,27.98,29.16,51.0
314.43922,41.55,28.52,28.07,28.89,54.0
315.460344,41.72,28.52,28.16,28.98,47.0
316.475796,41.19,28.34,28.07,28.89,62.0
317.493664,41.55,28.52,28.16,28.98,49.0
318.511864,41.55,28.52,28.07,28.89,54.0
319.532992,41.72,28.43,28.07,28.98,52.0
320.551336,41.02,28.52,28.07,28.98,57.0
321.570472,42.07,28.52,28.07,28.8,51.0
322.590816,41.9,28.52,28.07,28.89,51.0
323.611148,40.66,28.52,28.07,28.98,61.0
324.631436,42.07,28.52,28.16,28.98,44.0
325.649548,41.37,28.52,28.07,28.98,54.0
326.667272,41.9,28.52,28.07,28.98,48.0
327.687232,41.72,28.52,28.07,28.98,50.0
328.706444,41.9,28.43,28.25,29.16,41.0
329.722908,41.9,28.43,28.07,28.98,51.0
330.741572,42.07,28.52,28.07,28.89,49.0
331.762824,41.9,28.61,28.07,28.89,48.0
332.781068,41.37,28.52,27.98,28.98,56.0
333.799404,42.94,28.52,28.16,28.98,36.0
334.818456,41.55,28.52,28.16,28.98,49.0
335.836696,41.55,28.52,28.07,28.89,54.0
336.8578,41.37,28.52,28.16,28.98,51.0
337.873408,41.55,28.52,27.98,28.98,54.0
338.8932,41.55,28.52,28.07,28.89,54.0
339.914272,41.55,28.43,28.07,28.98,54.0
340.933736,42.59,28.43,28.07,29.07,41.0
341.950912,41.02,28.43,28.16,28.89,60.0
342.971628,41.19,28.52,28.07,28.98,56.0
343.9899,41.19,28.52,28.07,29.07,53.0
345.006308,41.19,28.43,28.07,28.89,61.0
346.022836,41.9,28.52,28.07,29.07,46.0
347.040724,41.55,28.52,28.07,29.07,50.0
348.059872,41.72,28.61,28.07,28.98,48.0
349.07584,41.9,28.52,28.07,28.89,51.0
350.09616,41.55,28.52,28.07,28.98,52.0
351.116276,41.02,28.52,28.07,28.8,62.0
352.137816,42.25,28.61,28.16,29.07,38.0
353.155632,41.9,28.52,28.07,28.98,49.0
354.175232,41.37,28.52,28.16,28.98,52.0
355.19232,41.02,28.43,28.07,28.98,60.0
356.213008,42.94,28.52,28.07,29.07,36.0
357.231548,41.02,28.43,28.07,28.98,60.0
358.252268,41.55,28.61,28.07,28.98,50.0
359.270984,41.55,28.52,27.98,29.07,52.0
360.289368,41.37,28.52,28.07,28.98,54.0
361.307096,40.84,28.52,28.16,29.16,52.0
362.326356,41.55,28.61,28.25,28.98,45.0
363.345388,41.9,28.52,28.16,28.98,46.0
364.363856,41.9,28.52,28.07,28.89,51.0
365.384176,41.72,28.52,28.07,29.07,48.0
366.400592,41.72,28.52,28.07,29.07,48.0
367.417048,40.84,28.43,28.16,29.07,57.0
368.43414,41.9,28.52,28.07,28.98,49.0
369.453764,41.9,28.61,28.16,29.07,42.0
370.470192,40.84,28.52,28.25,29.25,47.0
371.492004,41.55,28.52,28.07,28.89,55.0
372.513744,41.9,28.52,28.07,29.07,46.0
373.53166,41.9,28.52,28.16,29.07,44.0
